Timestamp,"Ithaca, NY, United States Daytime","Ithaca, NY, United States Humidity","Ithaca, NY, United States Condition","Ithaca, NY, United States Temp"
2024-02-07T19:00:00-05:00 New_York,,67,clear,31
2024-02-07T20:00:00-05:00 New_York,,69,cloudy,30
2024-02-07T21:00:00-05:00 New_York,,70,cloudy,29
2024-02-07T22:00:00-05:00 New_York,,71,cloudy,28
2024-02-07T23:00:00-05:00 New_York,,71,clear,28
2024-02-08T00:00:00-05:00 New_York,,71,cloudy,28
2024-02-08T01:00:00-05:00 New_York,,70,cloudy,28
2024-02-08T02:00:00-05:00 New_York,,70,cloudy,28
2024-02-08T03:00:00-05:00 New_York,,69,partlyCloudy,27
2024-02-08T04:00:00-05:00 New_York,,70,partlyCloudy,27
2024-02-08T05:00:00-05:00 New_York,,70,clear,27
2024-02-08T06:00:00-05:00 New_York,,70,clear,27
2024-02-08T07:00:00-05:00 New_York,,70,partlyCloudy,27
2024-02-08T07:12:00-05:00 New_York,TRUE,,,
2024-02-08T08:00:00-05:00 New_York,,69,partlyCloudy,29
2024-02-08T09:00:00-05:00 New_York,,68,clear,32
2024-02-08T10:00:00-05:00 New_York,,63,clear,36
2024-02-08T11:00:00-05:00 New_York,,56,cloudy,39
2024-02-08T12:00:00-05:00 New_York,,53,partlyCloudy,41
2024-02-08T13:00:00-05:00 New_York,,49,partlyCloudy,43
2024-02-08T14:00:00-05:00 New_York,,57,clear,44
2024-02-08T15:00:00-05:00 New_York,,58,clear,44
2024-02-08T16:00:00-05:00 New_York,,62,clear,42
2024-02-08T17:00:00-05:00 New_York,,69,partlyCloudy,38
2024-02-08T17:29:00-05:00 New_York,FALSE,,,
2024-02-08T18:00:00-05:00 New_York,,74,clear,36
2024-02-08T19:00:00-05:00 New_York,,78,partlyCloudy,34
2024-02-08T20:00:00-05:00 New_York,,80,partlyCloudy,32
2024-02-08T21:00:00-05:00 New_York,,81,partlyCloudy,31
2024-02-08T22:00:00-05:00 New_York,,81,clear,31
2024-02-08T23:00:00-05:00 New_York,,83,partlyCloudy,31
2024-02-09T00:00:00-05:00 New_York,,81,partlyCloudy,32
2024-02-09T01:00:00-05:00 New_York,,82,clear,32
2024-02-09T02:00:00-05:00 New_York,,82,partlyCloudy,33
2024-02-09T03:00:00-05:00 New_York,,81,cloudy,32
2024-02-09T04:00:00-05:00 New_York,,80,cloudy,32
2024-02-09T05:00:00-05:00 New_York,,81,partlyCloudy,32
2024-02-09T06:00:00-05:00 New_York,,82,cloudy,33
2024-02-09T07:00:00-05:00 New_York,,84,ice,34
2024-02-09T07:11:00-05:00 New_York,TRUE,,,
2024-02-09T08:00:00-05:00 New_York,,82,showers,36
2024-02-09T09:00:00-05:00 New_York,,82,clear,39
2024-02-09T10:00:00-05:00 New_York,,79,clear,42
2024-02-09T11:00:00-05:00 New_York,,75,partlyCloudy,45
2024-02-09T12:00:00-05:00 New_York,,72,clear,47
2024-02-09T13:00:00-05:00 New_York,,71,partlyCloudy,49
2024-02-09T14:00:00-05:00 New_York,,72,cloudy,50
2024-02-09T15:00:00-05:00 New_York,,74,partlyCloudy,50
2024-02-09T16:00:00-05:00 New_York,,72,cloudy,50
2024-02-09T17:00:00-05:00 New_York,,76,cloudy,48
2024-02-09T17:30:00-05:00 New_York,FALSE,,,
2024-02-09T18:00:00-05:00 New_York,,80,cloudy,45
2024-02-09T19:00:00-05:00 New_York,,83,clear,43
2024-02-09T20:00:00-05:00 New_York,,87,partlyCloudy,43
2024-02-09T21:00:00-05:00 New_York,,88,cloudy,44
2024-02-09T22:00:00-05:00 New_York,,85,cloudy,44
2024-02-09T23:00:00-05:00 New_York,,78,cloudy,42
2024-02-10T00:00:00-05:00 New_York,,90,clear,41
2024-02-10T01:00:00-05:00 New_York,,91,clear,40
2024-02-10T02:00:00-05:00 New_York,,92,clear,40
2024-02-10T03:00:00-05:00 New_York,,91,clear,40
2024-02-10T04:00:00-05:00 New_York,,91,partlyCloudy,41
2024-02-10T05:00:00-05:00 New_York,,90,cloudy,42
2024-02-10T06:00:00-05:00 New_York,,85,partlyCloudy,42
2024-02-10T07:00:00-05:00 New_York,,83,partlyCloudy,42
2024-02-10T07:10:00-05:00 New_York,TRUE,,,
2024-02-10T08:00:00-05:00 New_York,,81,partlyCloudy,43
2024-02-10T09:00:00-05:00 New_York,,82,partlyCloudy,45
2024-02-10T10:00:00-05:00 New_York,,81,cloudy,47
2024-02-10T11:00:00-05:00 New_York,,81,showers,48
2024-02-10T12:00:00-05:00 New_York,,82,showers,49
2024-02-10T13:00:00-05:00 New_York,,85,showers,49
2024-02-10T14:00:00-05:00 New_York,,90,showers,50
2024-02-10T15:00:00-05:00 New_York,,86,showers,51
2024-02-10T16:00:00-05:00 New_York,,79,showers,52
2024-02-10T17:00:00-05:00 New_York,,72,showers,51
2024-02-10T17:31:00-05:00 New_York,FALSE,,,
2024-02-10T18:00:00-05:00 New_York,,76,showers,50
2024-02-10T19:00:00-05:00 New_York,,81,showers,48
2024-02-10T20:00:00-05:00 New_York,,83,showers,47
2024-02-10T21:00:00-05:00 New_York,,80,showers,46
2024-02-10T22:00:00-05:00 New_York,,79,showers,44
2024-02-10T23:00:00-05:00 New_York,,80,showers,43
2024-02-11T00:00:00-05:00 New_York,,78,showers,41
2024-02-11T01:00:00-05:00 New_York,,78,showers,39
2024-02-11T02:00:00-05:00 New_York,,77,showers,38
2024-02-11T03:00:00-05:00 New_York,,77,partlyCloudy,37
2024-02-11T04:00:00-05:00 New_York,,77,partlyCloudy,36
2024-02-11T05:00:00-05:00 New_York,,76,partlyCloudy,35
2024-02-11T06:00:00-05:00 New_York,,77,clear,34
2024-02-11T07:00:00-05:00 New_York,,78,clear,34
2024-02-11T07:09:00-05:00 New_York,TRUE,,,
2024-02-11T08:00:00-05:00 New_York,,79,partlyCloudy,34
2024-02-11T09:00:00-05:00 New_York,,80,partlyCloudy,34
2024-02-11T10:00:00-05:00 New_York,,75,cloudy,35
2024-02-11T11:00:00-05:00 New_York,,72,cloudy,36
2024-02-11T12:00:00-05:00 New_York,,69,cloudy,37
2024-02-11T13:00:00-05:00 New_York,,66,partlyCloudy,38
2024-02-11T14:00:00-05:00 New_York,,62,cloudy,39
2024-02-11T15:00:00-05:00 New_York,,59,cloudy,40
2024-02-11T16:00:00-05:00 New_York,,58,cloudy,40
2024-02-11T17:00:00-05:00 New_York,,59,cloudy,39
2024-02-11T17:33:00-05:00 New_York,FALSE,,,
2024-02-11T18:00:00-05:00 New_York,,66,cloudy,38
2024-02-11T19:00:00-05:00 New_York,,74,partlyCloudy,37
2024-02-11T20:00:00-05:00 New_York,,76,cloudy,36
2024-02-11T21:00:00-05:00 New_York,,78,partlyCloudy,35
2024-02-11T22:00:00-05:00 New_York,,81,clear,33
2024-02-11T23:00:00-05:00 New_York,,83,clear,32
2024-02-12T00:00:00-05:00 New_York,,86,clear,31
2024-02-12T01:00:00-05:00 New_York,,86,clear,30
2024-02-12T02:00:00-05:00 New_York,,86,clear,30
2024-02-12T03:00:00-05:00 New_York,,86,clear,29
2024-02-12T04:00:00-05:00 New_York,,86,clear,29
2024-02-12T05:00:00-05:00 New_York,,85,partlyCloudy,29
2024-02-12T06:00:00-05:00 New_York,,85,clear,29
2024-02-12T07:00:00-05:00 New_York,,84,clear,30
2024-02-12T07:07:00-05:00 New_York,TRUE,,,
2024-02-12T08:00:00-05:00 New_York,,83,clear,31
2024-02-12T09:00:00-05:00 New_York,,79,clear,33
2024-02-12T10:00:00-05:00 New_York,,69,clear,35
2024-02-12T11:00:00-05:00 New_York,,62,clear,37
2024-02-12T12:00:00-05:00 New_York,,58,clear,39
2024-02-12T13:00:00-05:00 New_York,,54,clear,41
2024-02-12T14:00:00-05:00 New_York,,52,clear,42
2024-02-12T15:00:00-05:00 New_York,,51,clear,42
2024-02-12T16:00:00-05:00 New_York,,50,clear,42
2024-02-12T17:00:00-05:00 New_York,,52,clear,40
2024-02-12T17:34:00-05:00 New_York,FALSE,,,
2024-02-12T18:00:00-05:00 New_York,,63,clear,38
2024-02-12T19:00:00-05:00 New_York,,71,partlyCloudy,36
2024-02-12T20:00:00-05:00 New_York,,75,cloudy,35
2024-02-12T21:00:00-05:00 New_York,,79,cloudy,34
2024-02-12T22:00:00-05:00 New_York,,80,clear,33
2024-02-12T23:00:00-05:00 New_York,,82,cloudy,33
2024-02-13T00:00:00-05:00 New_York,,80,partlyCloudy,32
2024-02-13T01:00:00-05:00 New_York,,81,partlyCloudy,33
2024-02-13T02:00:00-05:00 New_York,,81,flurries,33
2024-02-13T03:00:00-05:00 New_York,,84,snow,33
2024-02-13T04:00:00-05:00 New_York,,92,snow,32
2024-02-13T05:00:00-05:00 New_York,,96,snow,32
2024-02-13T06:00:00-05:00 New_York,,98,snow,32
2024-02-13T07:00:00-05:00 New_York,,98,snow,32
2024-02-13T07:06:00-05:00 New_York,TRUE,,,
2024-02-13T08:00:00-05:00 New_York,,98,snow,32
2024-02-13T09:00:00-05:00 New_York,,98,snow,32
2024-02-13T10:00:00-05:00 New_York,,97,snow,32
2024-02-13T11:00:00-05:00 New_York,,97,snow,32
2024-02-13T12:00:00-05:00 New_York,,96,snow,32
2024-02-13T13:00:00-05:00 New_York,,96,snow,32
2024-02-13T14:00:00-05:00 New_York,,94,snow,32
2024-02-13T15:00:00-05:00 New_York,,91,flurries,32
2024-02-13T16:00:00-05:00 New_York,,88,flurries,31
2024-02-13T17:00:00-05:00 New_York,,81,ice,28
2024-02-13T17:35:00-05:00 New_York,FALSE,,,
2024-02-13T18:00:00-05:00 New_York,,79,partlyCloudy,26
2024-02-13T19:00:00-05:00 New_York,,84,cloudy,24
2024-02-13T20:00:00-05:00 New_York,,90,cloudy,22
2024-02-13T21:00:00-05:00 New_York,,93,ice,21
2024-02-13T22:00:00-05:00 New_York,,96,flurries,21
2024-02-13T23:00:00-05:00 New_York,,98,snow,24
2024-02-14T00:00:00-05:00 New_York,,79,cloudy,25
2024-02-14T01:00:00-05:00 New_York,,79,cloudy,26
2024-02-14T02:00:00-05:00 New_York,,82,flurries,25
2024-02-14T03:00:00-05:00 New_York,,85,snow,25
2024-02-14T04:00:00-05:00 New_York,,82,snow,24
2024-02-14T05:00:00-05:00 New_York,,78,flurries,23
2024-02-14T06:00:00-05:00 New_York,,76,flurries,22
2024-02-14T07:00:00-05:00 New_York,,73,flurries,22
2024-02-14T07:05:00-05:00 New_York,TRUE,,,
2024-02-14T08:00:00-05:00 New_York,,74,flurries,22
2024-02-14T09:00:00-05:00 New_York,,72,flurries,22
2024-02-14T10:00:00-05:00 New_York,,67,ice,23
2024-02-14T11:00:00-05:00 New_York,,58,cloudy,25
2024-02-14T12:00:00-05:00 New_York,,53,cloudy,26
2024-02-14T13:00:00-05:00 New_York,,49,partlyCloudy,27
2024-02-14T14:00:00-05:00 New_York,,47,clear,28
2024-02-14T15:00:00-05:00 New_York,,46,clear,29
2024-02-14T16:00:00-05:00 New_York,,47,clear,29
2024-02-14T17:00:00-05:00 New_York,,50,clear,28
2024-02-14T17:37:00-05:00 New_York,FALSE,,,
2024-02-14T18:00:00-05:00 New_York,,55,clear,27
2024-02-14T19:00:00-05:00 New_York,,60,clear,26
2024-02-14T20:00:00-05:00 New_York,,63,clear,25
2024-02-14T21:00:00-05:00 New_York,,63,clear,24
2024-02-14T22:00:00-05:00 New_York,,61,clear,24
2024-02-14T23:00:00-05:00 New_York,,61,clear,24
2024-02-15T00:00:00-05:00 New_York,,59,clear,24
2024-02-15T01:00:00-05:00 New_York,,64,clear,23
2024-02-15T02:00:00-05:00 New_York,,70,clear,23
2024-02-15T03:00:00-05:00 New_York,,72,clear,23
2024-02-15T04:00:00-05:00 New_York,,73,clear,22
2024-02-15T05:00:00-05:00 New_York,,74,clear,22
2024-02-15T06:00:00-05:00 New_York,,74,clear,21
2024-02-15T07:00:00-05:00 New_York,,74,clear,22
2024-02-15T07:03:00-05:00 New_York,TRUE,,,
2024-02-15T08:00:00-05:00 New_York,,74,clear,24
2024-02-15T09:00:00-05:00 New_York,,70,partlyCloudy,26
2024-02-15T10:00:00-05:00 New_York,,59,cloudy,28
2024-02-15T11:00:00-05:00 New_York,,54,cloudy,30
2024-02-15T12:00:00-05:00 New_York,,51,cloudy,31
2024-02-15T13:00:00-05:00 New_York,,48,cloudy,33
2024-02-15T14:00:00-05:00 New_York,,47,flurries,33
2024-02-15T15:00:00-05:00 New_York,,48,snow,33
2024-02-15T16:00:00-05:00 New_York,,67,snow,34
2024-02-15T17:00:00-05:00 New_York,,69,snow,34
2024-02-15T17:38:00-05:00 New_York,FALSE,,,
2024-02-15T18:00:00-05:00 New_York,,79,snow,34
2024-02-15T19:00:00-05:00 New_York,,96,snow,36
2024-02-15T20:00:00-05:00 New_York,,96,showers,36
2024-02-15T21:00:00-05:00 New_York,,79,showers,35
2024-02-15T22:00:00-05:00 New_York,,72,flurries,34
2024-02-15T23:00:00-05:00 New_York,,74,flurries,33
2024-02-16T00:00:00-05:00 New_York,,72,flurries,32
2024-02-16T01:00:00-05:00 New_York,,71,flurries,30
2024-02-16T02:00:00-05:00 New_York,,65,flurries,29
2024-02-16T03:00:00-05:00 New_York,,64,clear,28
2024-02-16T04:00:00-05:00 New_York,,64,clear,27
2024-02-16T05:00:00-05:00 New_York,,64,partlyCloudy,27
2024-02-16T06:00:00-05:00 New_York,,66,partlyCloudy,26
2024-02-16T07:00:00-05:00 New_York,,68,cloudy,26
2024-02-16T07:02:00-05:00 New_York,TRUE,,,
2024-02-16T08:00:00-05:00 New_York,,69,cloudy,27
2024-02-16T09:00:00-05:00 New_York,,70,flurries,28
2024-02-16T10:00:00-05:00 New_York,,69,snow,29
2024-02-16T11:00:00-05:00 New_York,,67,flurries,30
2024-02-16T12:00:00-05:00 New_York,,60,snow,31
2024-02-16T13:00:00-05:00 New_York,,54,partlyCloudy,32
2024-02-16T14:00:00-05:00 New_York,,49,cloudy,33
2024-02-16T15:00:00-05:00 New_York,,48,cloudy,33
2024-02-16T16:00:00-05:00 New_York,,49,cloudy,32
2024-02-16T17:00:00-05:00 New_York,,53,ice,31
2024-02-16T17:39:00-05:00 New_York,FALSE,,,
2024-02-16T18:00:00-05:00 New_York,,59,ice,30
2024-02-16T19:00:00-05:00 New_York,,64,partlyCloudy,30
2024-02-16T20:00:00-05:00 New_York,,67,ice,29
2024-02-16T21:00:00-05:00 New_York,,69,ice,28
2024-02-16T22:00:00-05:00 New_York,,72,clear,28
2024-02-16T23:00:00-05:00 New_York,,73,cloudy,27
2024-02-17T00:00:00-05:00 New_York,,80,flurries,27
2024-02-17T01:00:00-05:00 New_York,,79,flurries,26
2024-02-17T02:00:00-05:00 New_York,,78,snow,26
2024-02-17T03:00:00-05:00 New_York,,77,flurries,26
2024-02-17T04:00:00-05:00 New_York,,76,flurries,25
2024-02-17T05:00:00-05:00 New_York,,73,cloudy,25
2024-02-17T06:00:00-05:00 New_York,,70,cloudy,25
2024-02-17T07:00:00-05:00 New_York,TRUE,70,partlyCloudy,25
2024-02-17T08:00:00-05:00 New_York,,73,cloudy,26
2024-02-17T09:00:00-05:00 New_York,,72,flurries,26
2024-02-17T10:00:00-05:00 New_York,,75,flurries,27
2024-02-17T11:00:00-05:00 New_York,,63,snow,27
2024-02-17T12:00:00-05:00 New_York,,61,snow,27
2024-02-17T13:00:00-05:00 New_York,,60,snow,26
2024-02-17T14:00:00-05:00 New_York,,71,snow,26
2024-02-17T15:00:00-05:00 New_York,,69,snow,26
2024-02-17T16:00:00-05:00 New_York,,68,snow,25
2024-02-17T17:00:00-05:00 New_York,,75,snow,24
2024-02-17T17:40:00-05:00 New_York,FALSE,,,
2024-02-17T18:00:00-05:00 New_York,,79,snow,23
2024-02-17T19:00:00-05:00 New_York,,77,snow,22
2024-02-17T20:00:00-05:00 New_York,,80,flurries,21
2024-02-17T21:00:00-05:00 New_York,,81,flurries,20
2024-02-17T22:00:00-05:00 New_York,,84,flurries,19
2024-02-17T23:00:00-05:00 New_York,,83,flurries,18
2024-02-18T00:00:00-05:00 New_York,,86,ice,18
2024-02-18T01:00:00-05:00 New_York,,90,flurries,19
2024-02-18T02:00:00-05:00 New_York,,86,ice,19
2024-02-18T03:00:00-05:00 New_York,,79,cloudy,20
2024-02-18T04:00:00-05:00 New_York,,75,cloudy,21
2024-02-18T05:00:00-05:00 New_York,,76,ice,21
2024-02-18T06:00:00-05:00 New_York,,78,flurries,21
2024-02-18T06:59:00-05:00 New_York,TRUE,,,
2024-02-18T07:00:00-05:00 New_York,,74,cloudy,21
2024-02-18T08:00:00-05:00 New_York,,76,cloudy,21
2024-02-18T09:00:00-05:00 New_York,,76,partlyCloudy,22
2024-02-18T10:00:00-05:00 New_York,,73,partlyCloudy,24
2024-02-18T11:00:00-05:00 New_York,,70,cloudy,26
2024-02-18T12:00:00-05:00 New_York,,67,cloudy,28
2024-02-18T13:00:00-05:00 New_York,,65,ice,29
2024-02-18T14:00:00-05:00 New_York,,65,ice,31
2024-02-18T15:00:00-05:00 New_York,,66,ice,32
2024-02-18T16:00:00-05:00 New_York,,68,flurries,32
2024-02-18T17:00:00-05:00 New_York,,71,flurries,31
2024-02-18T17:42:00-05:00 New_York,FALSE,,,
2024-02-18T18:00:00-05:00 New_York,,77,flurries,31
2024-02-18T19:00:00-05:00 New_York,,82,flurries,30
2024-02-18T20:00:00-05:00 New_York,,78,ice,30
2024-02-18T21:00:00-05:00 New_York,,77,ice,30
2024-02-18T22:00:00-05:00 New_York,,79,flurries,29
2024-02-18T23:00:00-05:00 New_York,,85,flurries,29
2024-02-19T00:00:00-05:00 New_York,,80,flurries,28
2024-02-19T01:00:00-05:00 New_York,,83,flurries,28
2024-02-19T02:00:00-05:00 New_York,,85,flurries,27
2024-02-19T03:00:00-05:00 New_York,,83,flurries,26
2024-02-19T04:00:00-05:00 New_York,,85,flurries,25
2024-02-19T05:00:00-05:00 New_York,,88,ice,24
2024-02-19T06:00:00-05:00 New_York,,88,ice,22
2024-02-19T06:57:00-05:00 New_York,TRUE,,,
2024-02-19T07:00:00-05:00 New_York,,86,cloudy,22
2024-02-19T08:00:00-05:00 New_York,,86,partlyCloudy,23
2024-02-19T09:00:00-05:00 New_York,,83,partlyCloudy,24
2024-02-19T10:00:00-05:00 New_York,,72,partlyCloudy,25
2024-02-19T11:00:00-05:00 New_York,,65,clear,27
2024-02-19T12:00:00-05:00 New_York,,60,clear,28
2024-02-19T13:00:00-05:00 New_York,,57,partlyCloudy,30
2024-02-19T14:00:00-05:00 New_York,,55,partlyCloudy,31
2024-02-19T15:00:00-05:00 New_York,,54,partlyCloudy,31
2024-02-19T16:00:00-05:00 New_York,,53,partlyCloudy,31
2024-02-19T17:00:00-05:00 New_York,,56,partlyCloudy,29
2024-02-19T17:43:00-05:00 New_York,FALSE,,,
2024-02-19T18:00:00-05:00 New_York,,66,clear,26
2024-02-19T19:00:00-05:00 New_York,,84,clear,23
2024-02-19T20:00:00-05:00 New_York,,90,clear,21
2024-02-19T21:00:00-05:00 New_York,,94,partlyCloudy,20
2024-02-19T22:00:00-05:00 New_York,,95,showers,19
2024-02-19T23:00:00-05:00 New_York,,95,showers,18
2024-02-20T00:00:00-05:00 New_York,,94,showers,15
2024-02-20T01:00:00-05:00 New_York,,95,showers,14
2024-02-20T02:00:00-05:00 New_York,,95,showers,14
2024-02-20T03:00:00-05:00 New_York,,96,showers,13
2024-02-20T04:00:00-05:00 New_York,,96,showers,13
2024-02-20T05:00:00-05:00 New_York,,96,showers,12
2024-02-20T06:00:00-05:00 New_York,,96,showers,12
2024-02-20T06:56:00-05:00 New_York,TRUE,,,
2024-02-20T07:00:00-05:00 New_York,,96,showers,13
2024-02-20T08:00:00-05:00 New_York,,96,showers,17
2024-02-20T09:00:00-05:00 New_York,,87,clear,21
2024-02-20T10:00:00-05:00 New_York,,75,clear,25
2024-02-20T11:00:00-05:00 New_York,,65,clear,28
2024-02-20T12:00:00-05:00 New_York,,58,clear,31
2024-02-20T13:00:00-05:00 New_York,,53,clear,34
2024-02-20T14:00:00-05:00 New_York,,51,clear,36
2024-02-20T15:00:00-05:00 New_York,,50,clear,37
2024-02-20T16:00:00-05:00 New_York,,51,clear,36
2024-02-20T17:00:00-05:00 New_York,,55,clear,33
2024-02-20T17:44:00-05:00 New_York,FALSE,,,
2024-02-20T18:00:00-05:00 New_York,,67,clear,30
2024-02-20T19:00:00-05:00 New_York,,80,clear,27
2024-02-20T20:00:00-05:00 New_York,,80,clear,26
2024-02-20T21:00:00-05:00 New_York,,83,partlyCloudy,25
2024-02-20T22:00:00-05:00 New_York,,86,partlyCloudy,25
2024-02-20T23:00:00-05:00 New_York,,89,clear,24
2024-02-21T00:00:00-05:00 New_York,,91,clear,24
2024-02-21T01:00:00-05:00 New_York,,91,clear,24
2024-02-21T02:00:00-05:00 New_York,,90,clear,24
2024-02-21T03:00:00-05:00 New_York,,89,partlyCloudy,24
2024-02-21T04:00:00-05:00 New_York,,87,partlyCloudy,24
2024-02-21T05:00:00-05:00 New_York,,86,clear,24
2024-02-21T06:00:00-05:00 New_York,,83,clear,24
2024-02-21T06:55:00-05:00 New_York,TRUE,,,
2024-02-21T07:00:00-05:00 New_York,,82,clear,25
2024-02-21T08:00:00-05:00 New_York,,83,clear,27
2024-02-21T09:00:00-05:00 New_York,,81,clear,30
2024-02-21T10:00:00-05:00 New_York,,76,clear,33
2024-02-21T11:00:00-05:00 New_York,,72,clear,36
2024-02-21T12:00:00-05:00 New_York,,67,clear,39
2024-02-21T13:00:00-05:00 New_York,,64,clear,41
2024-02-21T14:00:00-05:00 New_York,,62,cloudy,42
2024-02-21T15:00:00-05:00 New_York,,62,clear,42
2024-02-21T16:00:00-05:00 New_York,,64,clear,41
2024-02-21T17:00:00-05:00 New_York,,69,clear,38
2024-02-21T17:46:00-05:00 New_York,FALSE,,,
2024-02-21T18:00:00-05:00 New_York,,75,clear,36
2024-02-21T19:00:00-05:00 New_York,,82,cloudy,35
2024-02-21T20:00:00-05:00 New_York,,84,partlyCloudy,34
2024-02-21T21:00:00-05:00 New_York,,86,clear,34
2024-02-21T22:00:00-05:00 New_York,,85,partlyCloudy,34
2024-02-21T23:00:00-05:00 New_York,,85,cloudy,33
2024-02-22T00:00:00-05:00 New_York,,80,clear,31
2024-02-22T01:00:00-05:00 New_York,,78,clear,31
2024-02-22T02:00:00-05:00 New_York,,78,clear,30
2024-02-22T03:00:00-05:00 New_York,,78,clear,30
2024-02-22T04:00:00-05:00 New_York,,78,clear,29
2024-02-22T05:00:00-05:00 New_York,,80,clear,29
2024-02-22T06:00:00-05:00 New_York,,82,partlyCloudy,28
2024-02-22T06:53:00-05:00 New_York,TRUE,,,
2024-02-22T07:00:00-05:00 New_York,,83,clear,29
2024-02-22T08:00:00-05:00 New_York,,85,clear,30
2024-02-22T09:00:00-05:00 New_York,,83,clear,33
2024-02-22T10:00:00-05:00 New_York,,77,partlyCloudy,36
2024-02-22T11:00:00-05:00 New_York,,73,showers,38
2024-02-22T12:00:00-05:00 New_York,,72,showers,39
2024-02-22T13:00:00-05:00 New_York,,71,showers,40
2024-02-22T14:00:00-05:00 New_York,,73,showers,39
2024-02-22T15:00:00-05:00 New_York,,85,showers,39
2024-02-22T16:00:00-05:00 New_York,,88,showers,39
2024-02-22T17:00:00-05:00 New_York,,89,showers,39
2024-02-22T17:47:00-05:00 New_York,FALSE,,,
2024-02-22T18:00:00-05:00 New_York,,88,showers,39
2024-02-22T19:00:00-05:00 New_York,,88,showers,39
2024-02-22T20:00:00-05:00 New_York,,90,showers,39
2024-02-22T21:00:00-05:00 New_York,,90,showers,39
2024-02-22T22:00:00-05:00 New_York,,90,showers,39
2024-02-22T23:00:00-05:00 New_York,,89,showers,39
2024-02-23T00:00:00-05:00 New_York,,95,showers,38
2024-02-23T01:00:00-05:00 New_York,,95,showers,38
2024-02-23T02:00:00-05:00 New_York,,95,showers,37
2024-02-23T03:00:00-05:00 New_York,,96,showers,37
2024-02-23T04:00:00-05:00 New_York,,97,showers,37
2024-02-23T05:00:00-05:00 New_York,,98,showers,37
2024-02-23T06:00:00-05:00 New_York,,98,showers,37
2024-02-23T06:51:00-05:00 New_York,TRUE,,,
2024-02-23T07:00:00-05:00 New_York,,98,cloudy,37
2024-02-23T08:00:00-05:00 New_York,,98,cloudy,38
2024-02-23T09:00:00-05:00 New_York,,99,cloudy,38
2024-02-23T10:00:00-05:00 New_York,,99,cloudy,39
2024-02-23T11:00:00-05:00 New_York,,98,cloudy,40
2024-02-23T12:00:00-05:00 New_York,,96,showers,41
2024-02-23T13:00:00-05:00 New_York,,82,showers,43
2024-02-23T14:00:00-05:00 New_York,,71,showers,43
2024-02-23T15:00:00-05:00 New_York,,67,showers,43
2024-02-23T16:00:00-05:00 New_York,,71,cloudy,42
2024-02-23T17:00:00-05:00 New_York,,76,showers,41
2024-02-23T17:48:00-05:00 New_York,FALSE,,,
2024-02-23T18:00:00-05:00 New_York,,81,showers,40
2024-02-23T19:00:00-05:00 New_York,,84,showers,38
2024-02-23T20:00:00-05:00 New_York,,90,flurries,36
2024-02-23T21:00:00-05:00 New_York,,88,flurries,35
2024-02-23T22:00:00-05:00 New_York,,83,cloudy,33
2024-02-23T23:00:00-05:00 New_York,,80,cloudy,33
2024-02-24T00:00:00-05:00 New_York,,95,snow,31
2024-02-24T01:00:00-05:00 New_York,,93,snow,29
2024-02-24T02:00:00-05:00 New_York,,91,snow,27
2024-02-24T03:00:00-05:00 New_York,,89,flurries,26
2024-02-24T04:00:00-05:00 New_York,,88,flurries,24
2024-02-24T05:00:00-05:00 New_York,,87,flurries,22
2024-02-24T06:00:00-05:00 New_York,,83,flurries,21
2024-02-24T06:50:00-05:00 New_York,TRUE,,,
2024-02-24T07:00:00-05:00 New_York,,79,flurries,20
2024-02-24T08:00:00-05:00 New_York,,75,flurries,20
2024-02-24T09:00:00-05:00 New_York,,69,partlyCloudy,20
2024-02-24T10:00:00-05:00 New_York,,63,cloudy,21
2024-02-24T11:00:00-05:00 New_York,,58,cloudy,21
2024-02-24T12:00:00-05:00 New_York,,54,cloudy,22
2024-02-24T13:00:00-05:00 New_York,,52,partlyCloudy,23
2024-02-24T14:00:00-05:00 New_York,,50,partlyCloudy,23
2024-02-24T15:00:00-05:00 New_York,,49,clear,23
2024-02-24T16:00:00-05:00 New_York,,49,clear,23
2024-02-24T17:00:00-05:00 New_York,,51,clear,22
2024-02-24T17:49:00-05:00 New_York,FALSE,,,
2024-02-24T18:00:00-05:00 New_York,,54,clear,21
2024-02-24T19:00:00-05:00 New_York,,61,clear,21
2024-02-24T20:00:00-05:00 New_York,,63,clear,20
2024-02-24T21:00:00-05:00 New_York,,63,clear,20
2024-02-24T22:00:00-05:00 New_York,,63,clear,19
2024-02-24T23:00:00-05:00 New_York,,63,clear,19
2024-02-25T00:00:00-05:00 New_York,,54,clear,18
2024-02-25T01:00:00-05:00 New_York,,54,clear,18
2024-02-25T02:00:00-05:00 New_York,,56,clear,18
2024-02-25T03:00:00-05:00 New_York,,57,clear,17
2024-02-25T04:00:00-05:00 New_York,,58,clear,17
2024-02-25T05:00:00-05:00 New_York,,58,clear,17
2024-02-25T06:00:00-05:00 New_York,,59,clear,16
2024-02-25T06:48:00-05:00 New_York,TRUE,,,
2024-02-25T07:00:00-05:00 New_York,,60,clear,17
2024-02-25T08:00:00-05:00 New_York,,61,partlyCloudy,20
2024-02-25T09:00:00-05:00 New_York,,54,clear,23
2024-02-25T10:00:00-05:00 New_York,,45,clear,27
2024-02-25T11:00:00-05:00 New_York,,38,clear,30
2024-02-25T12:00:00-05:00 New_York,,32,partlyCloudy,34
2024-02-25T13:00:00-05:00 New_York,,28,clear,37
2024-02-25T14:00:00-05:00 New_York,,26,clear,40
